batting_team,bowling_team,venue,pitch_condition,temperature,humidity,overs_completed,runs_scored,wickets_lost,run_rate,last_5_overs_runs,striker_strike_rate,non_striker_strike_rate,partnership_runs,boundaries_hit,extras_conceded,predicted_total
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,dry,39,84,15.5,112,1,6.84,36,93.65,84.12,72,9,6,139
Lucknow Super Giants,Chennai Super Kings,PCA Stadium,batting friendly,38,72,8.6,70,5,7.87,30,96.63,88.61,49,4,13,166
Kolkata Knight Riders,Royal Challengers Bangalore,Sawai Mansingh Stadium,green,27,69,10.9,67,4,5.58,29,71.73,69.1,41,4,7,129
Rajasthan Royals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,balanced,30,59,9.2,74,3,7.23,27,97.84,76.95,44,6,3,169
Royal Challengers Bangalore,Gujarat Titans,M. Chinnaswamy Stadium,dry,26,86,16.5,111,2,6.6,37,79.22,74.21,44,11,5,140
Mumbai Indians,Royal Challengers Bangalore,Narendra Modi Stadium,batting friendly,36,85,19.4,181,0,9.19,46,128.47,101.4,72,12,7,191
Lucknow Super Giants,Delhi Capitals,Narendra Modi Stadium,batting friendly,26,53,16.0,114,6,6.81,43,91.64,77.99,50,11,3,145
Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi International Stadium,slow,40,38,8.4,59,1,6.96,23,84.62,74.47,51,4,14,140
Delhi Capitals,Gujarat Titans,Rajiv Gandhi International Stadium,green,26,85,8.9,39,2,5.0,16,63.91,58.47,58,4,9,120
Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,bowling friendly,36,43,14.7,72,7,4.5,28,58.96,54.83,33,7,14,120
Rajasthan Royals,Gujarat Titans,M. Chinnaswamy Stadium,batting friendly,26,84,11.0,100,0,9.07,54,111.03,106.26,86,8,8,191
Sunrisers Hyderabad,Delhi Capitals,M. A. Chidambaram Stadium,dry,36,38,8.1,52,2,6.92,22,94.44,75.83,57,4,2,134
Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,slow,26,41,9.9,55,0,5.88,22,80.33,69.35,86,4,10,121
Gujarat Titans,Delhi Capitals,Eden Gardens,bowling friendly,37,69,13.1,65,1,5.3,27,71.86,58.38,81,6,10,120
Mumbai Indians,Delhi Capitals,M. A. Chidambaram Stadium,batting friendly,34,45,11.2,99,2,8.3,48,115.82,93.27,50,9,13,184
Punjab Kings,Chennai Super Kings,Wankhede Stadium,green,29,49,16.6,80,7,4.51,23,62.96,52.23,65,8,5,120
Punjab Kings,Mumbai Indians,Wankhede Stadium,flat,33,51,10.5,105,4,9.54,44,123.65,107.03,13,7,3,198
Royal Challengers Bangalore,Punjab Kings,Arun Jaitley Stadium,dry,40,48,18.0,123,0,7.05,43,98.26,90.63,54,12,5,134
Kolkata Knight Riders,Punjab Kings,Narendra Modi Stadium,dry,37,36,12.9,88,4,6.43,32,81.72,64.97,50,8,15,140
Rajasthan Royals,Chennai Super Kings,M. Chinnaswamy Stadium,dry,31,59,9.6,69,1,6.66,21,90.45,74.15,35,4,7,142
Gujarat Titans,Delhi Capitals,M. A. Chidambaram Stadium,green,25,68,15.3,68,5,4.5,26,56.77,57.37,50,6,4,120
Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,green,39,70,17.1,92,9,4.87,26,66.05,48.98,10,6,4,120
Kolkata Knight Riders,Mumbai Indians,Rajiv Gandhi International Stadium,batting friendly,40,37,11.2,86,5,8.02,42,96.81,96.91,25,7,6,160
Punjab Kings,Chennai Super Kings,M. A. Chidambaram Stadium,dry,39,77,9.1,72,1,7.45,29,92.76,77.55,50,7,2,153
Delhi Capitals,Gujarat Titans,Rajiv Gandhi International Stadium,slow,33,89,13.6,68,7,5.1,32,71.13,57.65,49,6,4,120
Chennai Super Kings,Rajasthan Royals,PCA Stadium,batting friendly,32,69,5.1,49,3,8.31,30,114.11,102.68,34,5,7,189
Chennai Super Kings,Sunrisers Hyderabad,M. Chinnaswamy Stadium,flat,40,69,11.2,118,4,9.7,57,120.62,123.3,53,7,4,215
Punjab Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,batting friendly,37,36,15.1,115,6,7.24,39,87.32,93.2,20,10,8,150
Punjab Kings,Royal Challengers Bangalore,Narendra Modi Stadium,batting friendly,31,39,11.4,90,1,8.22,50,115.07,90.02,43,7,10,163
Lucknow Super Giants,Chennai Super Kings,Sawai Mansingh Stadium,bowling friendly,27,37,19.0,94,9,4.5,25,54.14,55.58,19,8,3,120
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,balanced,35,54,19.3,110,10,6.31,29,77.71,74.46,45,11,14,120
Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,green,32,89,13.8,86,0,5.87,35,71.5,63.2,32,9,3,129
Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,batting friendly,38,42,16.1,123,4,7.56,34,94.91,93.0,28,9,9,150
Rajasthan Royals,Gujarat Titans,Sawai Mansingh Stadium,dry,30,40,19.8,131,4,6.83,31,84.88,75.25,17,10,8,141
Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,slow,35,67,14.0,101,0,7.17,32,92.0,88.27,44,10,2,153
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,bowling friendly,39,48,15.4,68,6,4.5,22,60.25,51.72,33,7,2,120
Kolkata Knight Riders,Sunrisers Hyderabad,Sawai Mansingh Stadium,balanced,28,42,19.2,122,5,6.32,29,86.73,64.11,66,10,6,132
Punjab Kings,Kolkata Knight Riders,Rajiv Gandhi International Stadium,flat,40,59,7.0,76,1,10.36,34,133.22,133.82,54,7,9,216
Gujarat Titans,Chennai Super Kings,Ekana Cricket Stadium,balanced,27,52,8.4,57,4,6.39,21,79.2,65.98,31,5,4,133
Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,balanced,32,90,16.2,117,4,6.87,39,84.38,82.41,56,11,10,145
Chennai Super Kings,Punjab Kings,Wankhede Stadium,green,34,71,10.4,68,2,5.74,30,73.87,59.91,29,5,3,136
Punjab Kings,Mumbai Indians,Arun Jaitley Stadium,dry,35,61,14.6,97,6,6.58,42,83.81,78.62,15,10,10,130
Royal Challengers Bangalore,Gujarat Titans,Wankhede Stadium,bowling friendly,36,88,9.2,50,2,5.08,18,70.31,56.56,36,4,10,120
Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,bowling friendly,32,39,16.2,98,2,5.99,38,76.74,76.55,30,8,3,126
Delhi Capitals,Lucknow Super Giants,M. Chinnaswamy Stadium,green,38,38,14.7,74,4,5.11,23,64.08,56.43,58,5,14,120
Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,batting friendly,34,62,10.2,96,2,8.99,54,122.26,99.12,34,10,2,190
Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,flat,31,46,9.9,76,4,8.06,30,105.2,81.17,66,8,4,152
Rajasthan Royals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,green,39,82,16.1,97,3,5.69,33,74.35,57.46,30,6,2,123
Kolkata Knight Riders,Lucknow Super Giants,Arun Jaitley Stadium,flat,34,81,16.9,142,7,8.48,44,101.93,85.02,20,9,12,171
Rajasthan Royals,Chennai Super Kings,M. Chinnaswamy Stadium,bowling friendly,39,30,14.0,77,1,5.59,27,73.75,72.0,82,6,15,120
Royal Challengers Bangalore,Kolkata Knight Riders,Arun Jaitley Stadium,balanced,31,30,6.0,40,2,6.74,23,85.34,72.39,30,3,10,142
Sunrisers Hyderabad,Gujarat Titans,Eden Gardens,flat,40,42,9.2,85,2,9.71,29,133.59,110.23,54,8,15,181
Rajasthan Royals,Punjab Kings,Ekana Cricket Stadium,balanced,31,68,17.2,111,3,6.65,37,89.06,67.74,16,8,13,132
Sunrisers Hyderabad,Mumbai Indians,Narendra Modi Stadium,flat,38,51,19.1,193,1,10.39,56,129.39,107.04,73,13,9,205
Mumbai Indians,Kolkata Knight Riders,M. A. Chidambaram Stadium,balanced,26,44,6.6,55,1,8.09,31,104.0,104.91,29,3,11,169
Royal Challengers Bangalore,Punjab Kings,Arun Jaitley Stadium,batting friendly,36,31,9.9,96,2,8.78,28,122.1,106.93,72,7,8,190
Rajasthan Royals,Kolkata Knight Riders,Arun Jaitley Stadium,balanced,27,79,15.2,103,7,6.47,35,89.23,83.83,25,9,5,144
Rajasthan Royals,Kolkata Knight Riders,Ekana Cricket Stadium,slow,39,58,8.1,45,5,5.61,21,75.99,65.08,16,4,10,120
Gujarat Titans,Mumbai Indians,Rajiv Gandhi International Stadium,green,29,79,18.8,87,6,4.76,28,59.88,53.98,48,9,5,120
Sunrisers Hyderabad,Delhi Capitals,M. A. Chidambaram Stadium,flat,27,73,18.9,159,5,8.05,38,111.31,103.35,13,13,5,176
Rajasthan Royals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,green,32,74,12.2,60,5,4.62,24,56.92,48.26,66,5,12,120
Royal Challengers Bangalore,Kolkata Knight Riders,Sawai Mansingh Stadium,batting friendly,40,40,18.3,151,3,8.05,46,100.02,88.99,48,16,4,170
Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,flat,28,88,5.1,42,3,8.27,25,101.99,85.26,79,3,12,169
Punjab Kings,Kolkata Knight Riders,Eden Gardens,slow,32,87,19.9,91,6,4.5,23,62.5,57.87,58,7,4,120
Chennai Super Kings,Delhi Capitals,M. Chinnaswamy Stadium,batting friendly,39,62,17.9,142,7,7.81,44,97.16,96.89,37,12,4,157
Delhi Capitals,Lucknow Super Giants,M. A. Chidambaram Stadium,flat,39,30,5.4,54,1,9.57,32,123.42,95.73,85,3,15,209
Mumbai Indians,Rajasthan Royals,Narendra Modi Stadium,bowling friendly,25,54,17.9,89,4,4.53,25,57.99,51.2,47,9,8,120
Royal Challengers Bangalore,Kolkata Knight Riders,Ekana Cricket Stadium,bowling friendly,34,68,15.0,69,6,4.91,30,62.89,61.78,50,5,13,120
Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Stadium,batting friendly,40,48,13.6,122,2,9.24,57,111.36,97.49,32,11,10,186
Royal Challengers Bangalore,Chennai Super Kings,Narendra Modi Stadium,bowling friendly,28,88,7.2,39,1,4.57,14,61.39,59.06,77,4,5,120
Mumbai Indians,Gujarat Titans,M. Chinnaswamy Stadium,balanced,33,88,13.9,90,4,6.36,39,88.15,63.7,13,8,6,138
Royal Challengers Bangalore,Mumbai Indians,M. A. Chidambaram Stadium,slow,39,50,16.1,116,1,6.67,39,82.1,71.11,63,12,11,140
Gujarat Titans,Royal Challengers Bangalore,M. A. Chidambaram Stadium,flat,34,67,12.1,109,7,9.02,50,109.4,107.97,10,9,7,190
Royal Challengers Bangalore,Kolkata Knight Riders,Ekana Cricket Stadium,green,34,53,11.8,50,5,4.51,26,59.68,45.15,45,3,10,120
Lucknow Super Giants,Mumbai Indians,Ekana Cricket Stadium,green,34,45,16.4,77,8,4.5,25,62.56,51.73,16,5,15,120
Rajasthan Royals,Delhi Capitals,Narendra Modi Stadium,bowling friendly,37,40,19.3,110,6,5.3,32,66.99,55.19,38,10,7,120
Royal Challengers Bangalore,Sunrisers Hyderabad,M. Chinnaswamy Stadium,green,26,76,17.4,78,8,4.5,28,59.06,56.99,28,7,15,120
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,batting friendly,32,32,11.0,96,1,8.6,51,103.83,93.2,36,8,2,173
Sunrisers Hyderabad,Punjab Kings,PCA Stadium,dry,26,72,17.0,109,4,6.1,35,80.32,67.67,19,12,15,131
Royal Challengers Bangalore,Sunrisers Hyderabad,PCA Stadium,bowling friendly,37,31,9.7,57,4,5.01,16,61.0,59.66,71,4,4,120
Mumbai Indians,Kolkata Knight Riders,Rajiv Gandhi International Stadium,slow,31,39,13.9,74,5,5.27,32,73.01,61.08,47,4,5,120
Rajasthan Royals,Punjab Kings,M. Chinnaswamy Stadium,slow,34,35,11.1,71,2,5.8,35,75.01,58.25,23,5,12,131
Chennai Super Kings,Gujarat Titans,Wankhede Stadium,green,36,74,10.3,59,1,5.77,27,70.24,58.07,22,4,5,120
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,batting friendly,37,44,18.5,143,8,7.65,37,95.45,96.52,10,12,13,156
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,flat,40,50,15.1,148,0,9.58,60,127.99,122.82,30,11,7,200
Royal Challengers Bangalore,Rajasthan Royals,Rajiv Gandhi International Stadium,dry,36,38,19.8,128,3,7.22,41,88.14,89.73,60,14,9,138
Royal Challengers Bangalore,Mumbai Indians,Narendra Modi Stadium,dry,34,68,10.6,86,0,7.54,46,93.69,93.87,74,5,14,162
Delhi Capitals,Lucknow Super Giants,Sawai Mansingh Stadium,slow,30,31,6.3,43,4,6.2,21,80.76,66.92,34,4,14,137
Rajasthan Royals,Royal Challengers Bangalore,PCA Stadium,batting friendly,36,44,11.6,97,2,8.21,46,114.09,104.65,45,8,10,168
Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,green,40,69,19.6,93,9,4.5,22,60.4,46.78,27,6,5,120
Royal Challengers Bangalore,Kolkata Knight Riders,Ekana Cricket Stadium,dry,26,63,16.0,127,0,7.94,37,102.45,88.33,45,11,8,167
Sunrisers Hyderabad,Royal Challengers Bangalore,M. A. Chidambaram Stadium,dry,28,34,14.9,116,2,7.49,42,100.83,94.65,24,11,9,154
Punjab Kings,Delhi Capitals,Arun Jaitley Stadium,balanced,26,55,6.2,46,4,6.84,23,93.0,86.79,39,3,10,148
Chennai Super Kings,Kolkata Knight Riders,M. Chinnaswamy Stadium,flat,36,34,18.2,156,2,8.79,54,113.18,112.19,36,10,13,169
Gujarat Titans,Mumbai Indians,Wankhede Stadium,batting friendly,31,83,5.1,40,3,8.17,26,100.26,89.07,47,2,2,156
Chennai Super Kings,Gujarat Titans,Rajiv Gandhi International Stadium,slow,26,41,18.4,97,1,5.37,28,65.4,59.25,51,9,5,120
Sunrisers Hyderabad,Royal Challengers Bangalore,Arun Jaitley Stadium,batting friendly,33,69,14.9,128,5,8.31,39,108.86,95.97,62,9,7,167
Lucknow Super Giants,Royal Challengers Bangalore,Narendra Modi Stadium,batting friendly,39,44,13.3,133,2,9.32,42,128.95,110.37,22,10,6,207
Sunrisers Hyderabad,Delhi Capitals,M. A. Chidambaram Stadium,bowling friendly,27,58,16.9,80,8,4.5,20,62.96,54.82,65,5,15,120
Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,bowling friendly,40,79,9.6,53,1,5.81,20,80.35,61.2,79,3,3,120
Sunrisers Hyderabad,Royal Challengers Bangalore,Sawai Mansingh Stadium,balanced,38,75,8.5,57,4,6.28,19,83.55,70.53,30,3,5,132
Sunrisers Hyderabad,Kolkata Knight Riders,M. Chinnaswamy Stadium,balanced,30,64,12.2,85,4,7.0,43,87.68,88.36,63,6,15,141
Rajasthan Royals,Mumbai Indians,Eden Gardens,bowling friendly,26,72,14.3,66,4,4.5,25,57.33,49.81,24,4,4,120
Sunrisers Hyderabad,Delhi Capitals,Wankhede Stadium,flat,35,64,10.8,95,2,9.28,54,113.65,108.47,70,10,9,182
Rajasthan Royals,Lucknow Super Giants,Wankhede Stadium,slow,39,30,17.6,113,1,6.1,37,77.32,63.05,84,10,13,135
Punjab Kings,Mumbai Indians,M. Chinnaswamy Stadium,batting friendly,30,90,15.8,114,2,7.54,34,97.65,90.63,50,11,4,143
Rajasthan Royals,Punjab Kings,PCA Stadium,dry,29,77,11.3,61,5,5.41,34,75.2,68.3,68,5,14,120
Lucknow Super Giants,Mumbai Indians,Eden Gardens,bowling friendly,38,33,8.6,50,3,5.17,18,68.28,53.26,33,4,15,120
Chennai Super Kings,Gujarat Titans,Eden Gardens,dry,29,64,11.0,77,6,6.79,41,86.59,69.13,10,7,14,144
Kolkata Knight Riders,Chennai Super Kings,Wankhede Stadium,balanced,29,64,19.9,115,5,6.33,30,79.97,70.48,17,10,6,125
Kolkata Knight Riders,Gujarat Titans,Wankhede Stadium,green,26,32,17.6,99,1,5.59,27,71.49,71.9,43,7,10,120
Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,flat,39,89,16.3,138,5,8.18,44,102.84,95.04,42,10,10,173
Royal Challengers Bangalore,Lucknow Super Giants,Narendra Modi Stadium,bowling friendly,40,46,9.7,56,1,5.51,18,72.31,63.29,33,6,9,120
Gujarat Titans,Sunrisers Hyderabad,M. Chinnaswamy Stadium,dry,25,43,10.6,75,2,6.17,37,75.57,67.65,24,7,13,149
Kolkata Knight Riders,Lucknow Super Giants,Ekana Cricket Stadium,balanced,31,69,18.9,132,4,7.08,37,95.42,88.76,41,10,10,147
Lucknow Super Giants,Punjab Kings,Sawai Mansingh Stadium,dry,36,58,7.7,56,1,6.83,21,94.17,70.44,58,4,3,146
Rajasthan Royals,Royal Challengers Bangalore,PCA Stadium,dry,27,40,17.0,99,5,6.06,31,81.27,74.09,16,7,9,120
Kolkata Knight Riders,Lucknow Super Giants,Wankhede Stadium,flat,35,79,11.8,106,5,9.04,50,123.73,112.81,63,11,7,188
Lucknow Super Giants,Delhi Capitals,Arun Jaitley Stadium,batting friendly,31,58,17.8,143,3,7.96,48,107.09,87.91,67,13,11,162
Kolkata Knight Riders,Punjab Kings,Ekana Cricket Stadium,batting friendly,28,42,14.4,105,6,6.93,44,83.97,87.73,44,7,12,150
Delhi Capitals,Mumbai Indians,Narendra Modi Stadium,slow,28,47,5.0,30,3,4.93,19,68.68,61.6,78,2,5,120
Rajasthan Royals,Gujarat Titans,M. A. Chidambaram Stadium,slow,32,81,10.9,48,6,4.71,24,61.99,58.62,67,4,14,120
Gujarat Titans,Kolkata Knight Riders,M. A. Chidambaram Stadium,flat,30,70,19.3,150,10,8.12,49,112.12,90.54,54,10,3,160
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,slow,38,69,18.2,124,3,6.51,32,80.74,66.76,60,12,11,145
Punjab Kings,Mumbai Indians,Rajiv Gandhi International Stadium,flat,31,30,14.9,129,4,8.53,43,104.33,94.61,17,13,3,172
Delhi Capitals,Rajasthan Royals,M. Chinnaswamy Stadium,bowling friendly,39,75,14.6,72,8,4.68,26,56.4,51.35,26,4,9,120
Sunrisers Hyderabad,Kolkata Knight Riders,Ekana Cricket Stadium,bowling friendly,28,56,17.0,77,4,4.5,28,61.26,53.69,36,6,13,120
Chennai Super Kings,Gujarat Titans,PCA Stadium,batting friendly,36,80,10.0,87,5,7.75,40,100.59,92.06,22,7,2,178
Kolkata Knight Riders,Gujarat Titans,Wankhede Stadium,flat,38,83,12.2,96,6,7.23,33,88.97,93.73,23,7,4,152
Delhi Capitals,Gujarat Titans,M. A. Chidambaram Stadium,batting friendly,33,61,8.8,65,2,7.66,24,101.21,79.94,47,5,14,153
Royal Challengers Bangalore,Lucknow Super Giants,Ekana Cricket Stadium,flat,28,57,14.6,128,6,8.31,53,100.11,95.07,52,11,4,173
Kolkata Knight Riders,Lucknow Super Giants,Rajiv Gandhi International Stadium,batting friendly,33,86,19.4,117,10,6.06,34,74.98,64.45,15,11,12,127
Kolkata Knight Riders,Royal Challengers Bangalore,Sawai Mansingh Stadium,flat,35,32,5.9,52,0,9.13,34,118.15,95.82,73,3,10,173
Kolkata Knight Riders,Sunrisers Hyderabad,M. A. Chidambaram Stadium,dry,33,31,17.8,118,5,6.6,35,85.97,73.11,70,10,12,134
Delhi Capitals,Kolkata Knight Riders,PCA Stadium,slow,39,35,12.4,59,7,4.8,28,57.91,62.08,55,4,15,120
Gujarat Titans,Lucknow Super Giants,Ekana Cricket Stadium,slow,40,79,13.5,62,6,4.56,23,61.54,49.12,25,5,9,120
Royal Challengers Bangalore,Lucknow Super Giants,Sawai Mansingh Stadium,green,26,35,13.8,72,3,5.33,34,66.87,59.25,80,4,8,120
Mumbai Indians,Kolkata Knight Riders,M. Chinnaswamy Stadium,dry,26,89,15.0,88,6,5.67,30,71.07,69.61,47,8,11,120
Royal Challengers Bangalore,Sunrisers Hyderabad,PCA Stadium,green,40,82,17.6,112,0,5.99,31,79.55,59.9,69,9,2,128
Chennai Super Kings,Mumbai Indians,Rajiv Gandhi International Stadium,dry,40,58,7.9,69,1,7.85,24,108.51,78.72,43,6,11,177
Punjab Kings,Delhi Capitals,Narendra Modi Stadium,green,37,59,5.4,31,1,5.78,19,75.86,73.77,81,2,3,123
Sunrisers Hyderabad,Lucknow Super Giants,M. A. Chidambaram Stadium,balanced,31,57,16.7,123,3,6.93,40,86.91,79.47,53,10,3,152
Mumbai Indians,Gujarat Titans,M. A. Chidambaram Stadium,flat,28,59,11.4,119,4,9.67,50,128.18,123.24,48,9,15,207
Delhi Capitals,Royal Challengers Bangalore,Eden Gardens,dry,37,30,17.1,106,7,6.25,30,81.59,79.94,10,7,2,130
Punjab Kings,Mumbai Indians,M. Chinnaswamy Stadium,batting friendly,28,89,5.3,55,0,9.09,33,117.71,112.01,28,3,11,215
Delhi Capitals,Kolkata Knight Riders,PCA Stadium,balanced,28,75,11.2,64,4,6.19,31,85.49,62.98,61,5,4,121
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,bowling friendly,32,73,5.5,38,1,6.15,23,78.79,74.85,70,2,4,137
Rajasthan Royals,Kolkata Knight Riders,Rajiv Gandhi International Stadium,batting friendly,39,67,16.6,146,1,8.46,42,103.97,107.81,48,14,7,175
Delhi Capitals,Mumbai Indians,Wankhede Stadium,green,39,58,10.0,56,4,6.08,37,78.82,64.75,29,6,8,120
Royal Challengers Bangalore,Lucknow Super Giants,Narendra Modi Stadium,slow,27,70,7.0,40,0,6.3,23,83.91,79.15,51,3,8,121
Kolkata Knight Riders,Gujarat Titans,Arun Jaitley Stadium,balanced,26,40,15.1,108,4,6.76,42,86.4,86.82,23,11,4,144
Punjab Kings,Delhi Capitals,Arun Jaitley Stadium,flat,26,82,6.1,55,1,9.49,29,116.06,107.2,64,6,15,178
Kolkata Knight Riders,Sunrisers Hyderabad,PCA Stadium,flat,30,36,11.9,117,1,9.12,45,115.19,108.23,45,11,2,200
Rajasthan Royals,Punjab Kings,PCA Stadium,flat,39,38,16.7,153,6,9.31,53,123.77,97.48,60,13,6,189
Chennai Super Kings,Gujarat Titans,M. Chinnaswamy Stadium,balanced,28,42,10.4,72,2,7.12,45,86.29,91.8,22,6,15,139
Lucknow Super Giants,Mumbai Indians,Rajiv Gandhi International Stadium,batting friendly,39,48,14.3,125,7,8.24,49,109.98,98.05,14,10,11,179
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,flat,25,55,13.5,115,7,8.42,48,109.81,103.32,10,7,3,174
Gujarat Titans,Chennai Super Kings,M. A. Chidambaram Stadium,balanced,32,69,8.3,56,1,7.22,27,86.89,80.75,86,3,14,134
Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Stadium,flat,29,65,6.2,55,0,9.61,30,120.96,99.08,89,5,15,179
Kolkata Knight Riders,Delhi Capitals,Ekana Cricket Stadium,dry,28,75,19.4,103,6,5.28,26,65.09,64.53,53,8,8,120
Kolkata Knight Riders,Rajasthan Royals,M. Chinnaswamy Stadium,green,37,70,11.0,61,5,5.83,35,80.06,60.61,49,6,10,120
Punjab Kings,Rajasthan Royals,Sawai Mansingh Stadium,batting friendly,26,68,16.5,131,4,7.39,42,94.18,92.23,54,13,13,155
Rajasthan Royals,Gujarat Titans,M. A. Chidambaram Stadium,balanced,28,52,13.0,84,4,6.83,33,86.73,68.86,48,8,4,128
Punjab Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,bowling friendly,31,71,18.3,83,5,4.5,24,55.31,55.6,71,8,11,120
Sunrisers Hyderabad,Rajasthan Royals,M. Chinnaswamy Stadium,flat,38,40,18.8,174,6,9.3,45,117.3,120.83,17,17,12,187
Kolkata Knight Riders,Lucknow Super Giants,Ekana Cricket Stadium,green,34,56,7.8,39,0,5.61,20,68.25,62.58,59,4,6,120
Sunrisers Hyderabad,Kolkata Knight Riders,Sawai Mansingh Stadium,slow,39,90,14.9,81,4,5.28,27,65.77,62.8,63,5,15,120
Delhi Capitals,Lucknow Super Giants,PCA Stadium,flat,27,40,17.3,142,4,8.13,40,107.75,82.55,38,11,15,159
Gujarat Titans,Kolkata Knight Riders,Ekana Cricket Stadium,dry,26,73,5.1,46,1,7.55,25,94.98,96.74,80,3,12,186
Mumbai Indians,Delhi Capitals,M. A. Chidambaram Stadium,batting friendly,26,34,11.7,88,6,7.89,35,101.7,99.52,13,7,14,155
Gujarat Titans,Royal Challengers Bangalore,Narendra Modi Stadium,flat,28,68,7.3,65,2,9.52,37,125.2,117.22,47,6,11,177
Mumbai Indians,Royal Challengers Bangalore,Narendra Modi Stadium,flat,25,76,14.1,96,8,6.66,42,91.0,85.37,37,8,5,136
Royal Challengers Bangalore,Gujarat Titans,Rajiv Gandhi International Stadium,green,26,88,18.8,108,5,5.49,26,69.45,61.49,51,8,5,120
Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,balanced,27,56,16.6,120,1,7.01,42,94.32,88.14,52,12,2,152
Sunrisers Hyderabad,Lucknow Super Giants,Ekana Cricket Stadium,dry,36,56,5.6,45,1,7.4,25,91.84,95.92,49,3,5,159
Delhi Capitals,Royal Challengers Bangalore,Wankhede Stadium,balanced,37,46,11.0,76,0,7.32,44,95.95,89.2,61,5,3,145
Lucknow Super Giants,Rajasthan Royals,Ekana Cricket Stadium,flat,34,84,10.1,83,1,8.64,47,114.1,103.33,55,8,5,172
Punjab Kings,Delhi Capitals,M. A. Chidambaram Stadium,dry,28,70,8.0,47,3,5.92,18,77.33,73.77,45,4,10,123
Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,slow,32,62,9.8,58,0,6.02,21,83.22,68.98,33,4,7,120
Kolkata Knight Riders,Royal Challengers Bangalore,M. Chinnaswamy Stadium,dry,31,77,18.5,92,10,4.54,27,62.06,46.1,38,7,5,120
Chennai Super Kings,Lucknow Super Giants,Narendra Modi Stadium,green,34,83,9.8,51,0,5.64,19,72.68,63.49,80,5,13,120
Kolkata Knight Riders,Punjab Kings,Rajiv Gandhi International Stadium,balanced,35,38,15.5,101,5,6.6,32,90.79,72.5,23,10,13,134
Punjab Kings,Royal Challengers Bangalore,PCA Stadium,dry,30,78,16.8,107,5,5.97,29,71.87,71.87,20,10,3,136
Royal Challengers Bangalore,Kolkata Knight Riders,PCA Stadium,bowling friendly,38,47,10.2,58,1,5.45,26,67.57,69.51,72,5,6,120
Lucknow Super Giants,Kolkata Knight Riders,M. Chinnaswamy Stadium,batting friendly,32,50,11.6,96,1,8.48,47,102.59,109.39,76,7,6,163
Sunrisers Hyderabad,Kolkata Knight Riders,Ekana Cricket Stadium,slow,33,45,18.2,87,10,4.54,26,60.57,51.5,16,6,5,120
Delhi Capitals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,batting friendly,34,45,11.3,90,3,7.82,38,106.93,80.43,55,9,8,158
Delhi Capitals,Chennai Super Kings,M. A. Chidambaram Stadium,slow,29,52,13.3,68,6,4.95,25,62.42,59.55,51,6,8,120
Chennai Super Kings,Royal Challengers Bangalore,M. A. Chidambaram Stadium,balanced,32,48,6.3,45,3,7.46,24,94.98,91.27,17,4,5,145
Delhi Capitals,Mumbai Indians,Narendra Modi Stadium,bowling friendly,34,59,7.6,40,2,5.3,20,69.61,68.43,29,4,6,120
Punjab Kings,Rajasthan Royals,M. A. Chidambaram Stadium,green,30,30,14.9,85,2,5.44,26,68.19,67.55,60,6,9,120
